term	class_number	class_status	tuition	start_date	end_date	faculty	location	room	days	start_time	end_time	comments	title	course_description	prerequisites	major_division	minor_division	cluster	hours	session	cluster_description	catalogpghdr	suffixdesc
2005SP	ESOL-1003-23001	Open	$75.00 	4/5/2005	4/20/2005	Murray	BHEC	018	MTWR	1/0/1900	1/0/1900		Conversation Five	"This advanced English conversation course is designed for students who have advanced ESOL speaking, reading and writing skills.  Emphasis will be placed on vocabulary building and listening/speaking skills through directed conversation, small group discussions, role-play and individual presentations."		ESOL		ESOL	30	10	
2005SP	RELE-1018-22201	Open	$105.00 	2/28/2005	3/30/2005		BHC	TBA	MW	1/0/1900	1/0/1900		RE: LAW OF CONTRACTS	"In this comprehensive study of all real estate contracts in use in Texas, you will study listing agreements, earnest money contracts,   leases and formation of contracts. You will learn the importance of each clause. Using case studies, you will become adept at completing contracts of sale involving all cash, assumptions, conventional and government loans. You will complete contracts involving unimproved land, new construction, farm and ranch properties, townhouses, condominiums, and single family dwellings. You will also learn about the statute of frauds, remedies for a breach, seller's disclosures, unauthorized practice of law, how and when to obtain the assistance of a title company, a loan officer and attorneys.  This course covers real estate contracts/principles involved in promulgated contracts.  Included are contracts for VA, FHA, conventional, and owner financed."		Real Estate		Real Estate Held on Brookhaven Campus	30	10	Brookhaven College offers the current educational requirements for obtaining a Real Estate salesperson's license. The courses are held at  Brookhaven College.
2005SP	RELE-1018-23202	Open	$105.00 	2/28/2005	3/30/2005		BHC	TBA	MW	1/0/1900	1/0/1900		RE: LAW OF CONTRACTS	"In this comprehensive study of all real estate contracts in use in Texas, you will study listing agreements, earnest money contracts,   leases and formation of contracts. You will learn the importance of each clause. Using case studies, you will become adept at completing contracts of sale involving all cash, assumptions, conventional and government loans. You will complete contracts involving unimproved land, new construction, farm and ranch properties, townhouses, condominiums, and single family dwellings. You will also learn about the statute of frauds, remedies for a breach, seller's disclosures, unauthorized practice of law, how and when to obtain the assistance of a title company, a loan officer and attorneys.  This course covers real estate contracts/principles involved in promulgated contracts.  Included are contracts for VA, FHA, conventional, and owner financed."		Real Estate		Real Estate Held on Brookhaven Campus	30	10	Brookhaven College offers the current educational requirements for obtaining a Real Estate salesperson's license. The courses are held at  Brookhaven College.
2005SP	ESOL-1003-23002	Open	$75.00 	4/25/2005	5/10/2005	Murray	BHEC	018	MTWR	1/0/1900	1/0/1900		Conversation Six	"This advanced English conversation course is a continuation of Conversation Five and is designed for students with advanced ESOL speaking, reading and writing skills.  The primary emphasis is upon individual presentations and class discussion."		ESOL		ESOL	30	10	
2005SP	HALT-1033-23001	Open	$400.00 	4/2/2005	4/30/2005	Dennis	BHEC	016	S	1/0/1900	1/0/1900	This course will be taught in Spanish.	LANDSCAPE IRRIGATION	"In-depth coverage of irrigation systems including equipment, design, performance and maintenance.  Topics include residential and commercial applications, troubleshooting, repair and technological advances in irrigation systems. This course will prepare students for the state irrigation licensing exam."		Floral Design		Home and Garden	40	4	
2005SP	CHOT-1009-22004	Open	$100.00 	1/8/2005	1/22/2005	Harkey	BHNC	135	S	1/0/1900	1/0/1900		Saturday Morning School: K through 1st grades	"This course is designed to help your child sharpen their learning skills, in a relaxed setting, at a relaxed time, so as to promote learning and make learning fun. Classes will offer age-appropriate instruction in reading, writing, math, and study skills, with each class being taught by teachers who are professionals in their field. All materials will be supplied. For more information, please call 972-662-0665. Class meets at Choices Leadership Academy, which is located at 18106 Marsh Lane (corner of Frankford and Marsh, just south of the Geo. Bush Expwy.) Dallas, Texas 75287."		Children/Youth		Youth Programs	9	3	
2005SP	CHOT-1009-22005	Open	$100.00 	1/8/2005	1/22/2005	Harkey	BHNC	111	S	1/0/1900	1/0/1900		Saturday Morning School: 2nd through 3rd grades	"This course is designed to help your child sharpen their learning skills, in a relaxed setting, at a relaxed time, so as to promote learning and make learning fun. Classes will offer age-appropriate instruction in reading, writing, math, and study skills, with each class being taught by teachers who are professionals in their field. All materials will be supplied. For more information, please call 972-662-0665. Class meets at Choices Leadership Academy, which is located at 18106 Marsh Lane (corner of Frankford and Marsh, just south of the Geo. Bush Expwy.) Dallas, Texas 75287."		Children/Youth		Youth Programs	9	3	
2005SP	ESOL-1008-22201	Open	$100.00 	1/10/2005	2/14/2005	Colville	BHEC	002	MWF	1/0/1900	1/0/1900	No class 1/17 MLK Holiday	TOEFL Preparation One	"Build confidence and test-taking skills for the TOEFL (Test of English as a Foreign Language).  TOEFL is a college and university entrance test frequently required for foreign-born students.  The course is designed for intermediate and advanced students.  It presents efficient and specific techniques for dealing with format, procedures, content and test conditions of the TOEFL.  Practice test-taking and learn to work under time pressure.  Achieve the goal of an improved TOEFL SCORE."		Test Preparation		TEST PREPARATION	30	15	
2005SP	COMG-1000-23011	Open	$98.00 	4/9/2005	6/18/2005	Negrete	BHEC	001	S	1/0/1900	1/0/1900	12 Lab Hours included to be atrended at	Communications Improvement One	"Designed for students whose primary language is other than English. Presentation of industry-related basic reading, writing, speaking, and listening skills. Emphasis on high-frequency vocabulary (basic sight words) and phonics; refining oral and written production and listening skills for enhanced job productivity; and increasing control of the English sound system to minimize on-the-job miscommunication or misperception due to foreign accent.  Basic speaking, reading and writing skills are expected.  The course will lead to a vocabulary of 600 words focusing primarily on present and future tenses.  Twelve lab hours included to be attended at the convenience of the student."		ESOL		ESOL	60	12	
2005SP	ESOL-1008-22202	Open	$100.00 	2/21/2005	3/30/2005	Colville	BHEC	002	MWF	1/0/1900	1/0/1900	"No class 3/18,3/25, Spring Break & Easter Holiday"	TOEFL Preparation Two	This course is a continuation of TOEFL Preparation One.  Students continue building confidence and test-taking skills for the TOEFL.		Test Preparation	ESOL	TEST PREPARATION	30	15	
2005SP	CHOT-1009-22006	Open	$100.00 	1/8/2005	1/22/2005	Harkey	BHNC	108	S	1/0/1900	1/0/1900		Saturday Morning School: 4th through 5th grades	"This course is designed to help your child sharpen their learning skills, in a relaxed setting, at a relaxed time, so as to promote learning and make learning fun. Classes will offer age-appropriate instruction in reading, writing, math, and study skills, with each class being taught by teachers who are professionals in their field. All materials will be supplied. For more information, please call 972-662-0665. Class meets at Choices Leadership Academy, which is located at 18106 Marsh Lane (corner of Frankford and Marsh, just south of the Geo. Bush Expwy.) Dallas, Texas 75287."		Children/Youth		Youth Programs	9	3	
